Name	Sequence Accession	Complete Genome	Segment	Segment Length	Subtype	Collection Date	Host Species	Country	State/Province	Flu Season	Strain Name	
HA	CY023066	Yes	4	1716	H3N2	09/28/2001	IRD:Human	New Zealand	-N/A-	-N/A-	A/Auckland/604/2001	
HA	CY022181	Yes	4	1724	H3N2	08/15/2001	IRD:Human	New Zealand	-N/A-	-N/A-	A/Auckland/607/2001	
HA	CY022549	Yes	4	1722	H3N2	06/08/2002	IRD:Human	New Zealand	-N/A-	-N/A-	A/Auckland/608/2002	
HA	CY022557	Yes	4	1721	H3N2	06/18/2002	IRD:Human	New Zealand	-N/A-	-N/A-	A/Auckland/609/2002	
HA	CY025050	Yes	4	1722	H3N2	07/29/2002	IRD:Human	New Zealand	-N/A-	-N/A-	A/Auckland/610/2002	
HA	CY022189	Yes	4	1714	H3N2	09/09/2002	IRD:Human	New Zealand	-N/A-	-N/A-	A/Auckland/611/2002	
HA	CY022565	Yes	4	1721	H3N2	08/14/2002	IRD:Human	New Zealand	-N/A-	-N/A-	A/Auckland/612/2002	
HA	CY022197	Yes	4	1721	H3N2	08/01/2002	IRD:Human	New Zealand	-N/A-	-N/A-	A/Auckland/613/2002	
HA	CY022205	Yes	4	1720	H3N2	01/14/2002	IRD:Human	New Zealand	-N/A-	-N/A-	A/Auckland/614/2002	
HA	CY023074	Yes	4	1727	H3N2	03/04/2002	IRD:Human	New Zealand	-N/A-	-N/A-	A/Auckland/615/2002	
HA	CY022573	Yes	4	1723	H3N2	09/29/2005	IRD:Human	New Zealand	-N/A-	-N/A-	A/Auckland/616/2005	
HA	CY023082	Yes	4	1727	H3N2	09/28/2005	IRD:Human	New Zealand	-N/A-	-N/A-	A/Auckland/617/2005	
HA	CY022597	Yes	4	1727	H3N2	01/30/2005	IRD:Human	New Zealand	-N/A-	-N/A-	A/Auckland/621/2005	
HA	CY066511	Yes	4	1717	H3N2	07/21/2009	IRD:Human	Australia	-N/A-	-N/A-	A/Australia/18/2009	
HA	CY061898	Yes	4	1731	H3N2	07/21/2009	IRD:Human	Australia	-N/A-	-N/A-	A/Australia/19/2009(H3N2)	
HA	CY061890	Yes	4	1712	H3N2	07/16/2009	IRD:Human	Australia	-N/A-	-N/A-	A/Australia/2/2009(H3N2)	
HA	CY080539	Yes	4	1737	H3N2	07/21/2009	IRD:Human	Australia	-N/A-	-N/A-	A/Australia/22/2009(H3N2)	
HA	CY080547	Yes	4	1729	H3N2	07/23/2009	IRD:Human	Australia	-N/A-	-N/A-	A/Australia/30/2009(H3N2)	
HA	CY080555	Yes	4	1737	H3N2	07/24/2009	IRD:Human	Australia	-N/A-	-N/A-	A/Australia/34/2009(H3N2)	
HA	CY080531	No	4	1737	H3N2	07/27/2009	IRD:Human	Australia	-N/A-	-N/A-	A/Australia/46/2009(H3N2)	
HA	CY080563	Yes	4	1737	H3N2	07/30/2009	IRD:Human	Australia	-N/A-	-N/A-	A/Australia/55/2009	
HA	CY091181	Yes	4	1732	H3N2	07/01/2003	IRD:Human	Australia	-N/A-	-N/A-	A/Australia/NHRC0001/2003(H3N2)	
HA	CY091421	Yes	4	1731	H3N2	04/13/2005	IRD:Human	Australia	-N/A-	-N/A-	A/Australia/NHRC0001/2005(H3N2)	
HA	CY091301	Yes	4	1732	H3N2	07/01/2003	IRD:Human	Australia	-N/A-	-N/A-	A/Australia/NHRC0002/2003(H3N2)	
HA	CY091413	Yes	4	1731	H3N2	04/15/2005	IRD:Human	Australia	-N/A-	-N/A-	A/Australia/NHRC0002/2005(H3N2)	
HA	CY091293	Yes	4	1731	H3N2	07/01/2003	IRD:Human	Australia	-N/A-	-N/A-	A/Australia/NHRC0003/2003(H3N2)	
HA	CY091405	Yes	4	1734	H3N2	04/15/2005	IRD:Human	Australia	-N/A-	-N/A-	A/Australia/NHRC0003/2005(H3N2)	
HA	CY091189	Yes	4	1734	H3N2	07/02/2003	IRD:Human	Australia	-N/A-	-N/A-	A/Australia/NHRC0004/2003(H3N2)	
HA	CY091397	Yes	4	1731	H3N2	04/15/2005	IRD:Human	Australia	-N/A-	-N/A-	A/Australia/NHRC0004/2005(H3N2)	
HA	CY092225	Yes	4	1734	H3N2	07/08/2003	IRD:Human	Australia	-N/A-	-N/A-	A/Australia/NHRC0005/2003(H3N2)	
HA	CY091389	Yes	4	1732	H3N2	04/16/2005	IRD:Human	Australia	-N/A-	-N/A-	A/Australia/NHRC0005/2005(H3N2)	
HA	CY091285	Yes	4	1735	H3N2	07/07/2003	IRD:Human	Australia	-N/A-	-N/A-	A/Australia/NHRC0006/2003(H3N2)	
HA	CY091381	Yes	4	1732	H3N2	06/13/2005	IRD:Human	Australia	-N/A-	-N/A-	A/Australia/NHRC0006/2005(H3N2)	
HA	CY091197	Yes	4	1732	H3N2	07/07/2003	IRD:Human	Australia	-N/A-	-N/A-	A/Australia/NHRC0007/2003(H3N2)	
HA	CY091373	Yes	4	1731	H3N2	06/13/2005	IRD:Human	Australia	-N/A-	-N/A-	A/Australia/NHRC0007/2005(H3N2)	
HA	CY091277	Yes	4	1732	H3N2	07/08/2003	IRD:Human	Australia	-N/A-	-N/A-	A/Australia/NHRC0008/2003(H3N2)	
HA	CY091365	Yes	4	1732	H3N2	06/13/2005	IRD:Human	Australia	-N/A-	-N/A-	A/Australia/NHRC0008/2005(H3N2)	
HA	CY091269	Yes	4	1734	H3N2	07/09/2003	IRD:Human	Australia	-N/A-	-N/A-	A/Australia/NHRC0009/2003(H3N2)	
HA	CY091357	Yes	4	1731	H3N2	06/13/2005	IRD:Human	Australia	-N/A-	-N/A-	A/Australia/NHRC0009/2005(H3N2)	
HA	CY091205	Yes	4	1731	H3N2	07/10/2003	IRD:Human	Australia	-N/A-	-N/A-	A/Australia/NHRC0010/2003(H3N2)	
HA	CY092233	Yes	4	1731	H3N2	06/13/2005	IRD:Human	Australia	-N/A-	-N/A-	A/Australia/NHRC0010/2005	
HA	CY091349	Yes	4	1732	H3N2	06/13/2005	IRD:Human	Australia	-N/A-	-N/A-	A/Australia/NHRC0011/2005(H3N2)	
HA	CY091341	Yes	4	1734	H3N2	06/13/2005	IRD:Human	Australia	-N/A-	-N/A-	A/Australia/NHRC0012/2005(H3N2)	
HA	CY091333	Yes	4	1735	H3N2	06/15/2005	IRD:Human	Australia	-N/A-	-N/A-	A/Australia/NHRC0013/2005(H3N2)	
HA	CY091325	Yes	4	1731	H3N2	06/17/2005	IRD:Human	Australia	-N/A-	-N/A-	A/Australia/NHRC0014/2005(H3N2)	
HA	CY091317	Yes	4	1731	H3N2	06/19/2005	IRD:Human	Australia	-N/A-	-N/A-	A/Australia/NHRC0015/2005(H3N2)	
HA	CY104132	Yes	4	1732	H3N2	02/13/2004	IRD:Human	Viet Nam	-N/A-	-N/A-	A/BacGiang/BG003/2004	
HA	CY104548	Yes	4	1731	H3N2	01/02/2007	IRD:Human	Viet Nam	-N/A-	-N/A-	A/BacNinh/N52/2007	
HA	KY925449	Yes	4	1762	H3N2	06/23/2014	IRD:Human	Brazil	-N/A-	-N/A-	A/Bage/LACENRS-1200/2014	
HA	KY926322	Yes	4	1762	H3N2	07/04/2013	IRD:Human	Brazil	-N/A-	-N/A-	A/Bage/LACENRS-2050/2013	
HA	KY925459	Yes	4	1762	H3N2	06/16/2011	IRD:Human	Brazil	-N/A-	-N/A-	A/Bage/LACENRS-294/2011	
HA	KY487460	No	4	1751	H3N2	12/29/2014	IRD:Human	USA	Maryland	14-15	A/Baltimore/P0004/2014	
HA	KY487176	No	4	1751	H3N2	12/14/2014	IRD:Human	USA	Maryland	14-15	A/Baltimore/P0008/2014	
HA	KY487638	No	4	1751	H3N2	12/19/2014	IRD:Human	USA	Maryland	14-15	A/Baltimore/P0022/2014	
HA	KT888617	Yes	4	1701	H3N2	11/09/2009	IRD:Human	Thailand	-N/A-	-N/A-	A/Bangkok/FLU_PMKA0055_CP2/2009	
HA	KT888618	Yes	4	1701	H3N2	10/26/2010	IRD:Human	Thailand	-N/A-	-N/A-	A/Bangkok/FLU_PMKA0967_CP3/2010	
HA	KT888619	Yes	4	1701	H3N2	03/25/2011	IRD:Human	Thailand	-N/A-	-N/A-	A/Bangkok/FLU_PMKA1169/2011	
HA	KT888620	Yes	4	1701	H3N2	07/28/2011	IRD:Human	Thailand	-N/A-	-N/A-	A/Bangkok/FLU_PMKA1400/2011	
HA	KT888621	Yes	4	1701	H3N2	08/05/2011	IRD:Human	Thailand	-N/A-	-N/A-	A/Bangkok/FLU_PMKA1455/2011	
HA	KT888622	Yes	4	1701	H3N2	08/08/2011	IRD:Human	Thailand	-N/A-	-N/A-	A/Bangkok/FLU_PMKA1464/2011	
HA	KT888623	Yes	4	1701	H3N2	08/09/2011	IRD:Human	Thailand	-N/A-	-N/A-	A/Bangkok/FLU_PMKA1475/2011	
HA	KT888624	Yes	4	1701	H3N2	08/10/2011	IRD:Human	Thailand	-N/A-	-N/A-	A/Bangkok/FLU_PMKA1480/2011	
HA	KT888626	Yes	4	1701	H3N2	08/25/2011	IRD:Human	Thailand	-N/A-	-N/A-	A/Bangkok/FLU_PMKA1561/2011	
HA	KT888627	Yes	4	1701	H3N2	08/29/2011	IRD:Human	Thailand	-N/A-	-N/A-	A/Bangkok/FLU_PMKA1573/2011	
HA	KT888630	Yes	4	1701	H3N2	08/18/2011	IRD:Human	Thailand	-N/A-	-N/A-	A/Bangkok/FLU_PMKB0204/2011	
HA	KP877345	No	4	1701	H3N2	01/10/2014	IRD:Human	Thailand	-N/A-	-N/A-	A/Bangkok/SI-MI05/2014	
HA	KP877346	No	4	1701	H3N2	02/16/2014	IRD:Human	Thailand	-N/A-	-N/A-	A/Bangkok/SI-MI06/2014	
HA	KP877347	No	4	1701	H3N2	03/02/2014	IRD:Human	Thailand	-N/A-	-N/A-	A/Bangkok/SI-MI07/2014	
HA	KP877348	No	4	1701	H3N2	07/03/2014	IRD:Human	Thailand	-N/A-	-N/A-	A/Bangkok/SI-MI08/2014	
HA	KP877349	No	4	1701	H3N2	07/15/2014	IRD:Human	Thailand	-N/A-	-N/A-	A/Bangkok/SI-MI09/2014	
HA	KP877350	No	4	1701	H3N2	09/09/2014	IRD:Human	Thailand	-N/A-	-N/A-	A/Bangkok/SI-MI10/2014	
HA	KP877351	No	4	1701	H3N2	10/16/2014	IRD:Human	Thailand	-N/A-	-N/A-	A/Bangkok/SI-MI11/2014	
HA	KP877352	No	4	1701	H3N2	10/16/2014	IRD:Human	Thailand	-N/A-	-N/A-	A/Bangkok/SI-MI12/2014	
HA	KP877353	No	4	1701	H3N2	11/10/2014	IRD:Human	Thailand	-N/A-	-N/A-	A/Bangkok/SI-MI13/2014	
HA	KP877354	No	4	1701	H3N2	11/13/2014	IRD:Human	Thailand	-N/A-	-N/A-	A/Bangkok/SI-MI14/2014	
HA	KP877355	No	4	1701	H3N2	11/20/2014	IRD:Human	Thailand	-N/A-	-N/A-	A/Bangkok/SI-MI15/2014	
HA	KP877356	No	4	1701	H3N2	12/01/2014	IRD:Human	Thailand	-N/A-	-N/A-	A/Bangkok/SI-MI16/2014	
HA	KP877357	No	4	1701	H3N2	12/08/2014	IRD:Human	Thailand	-N/A-	-N/A-	A/Bangkok/SI-MI17/2014	
HA	KP877358	No	4	1701	H3N2	12/11/2014	IRD:Human	Thailand	-N/A-	-N/A-	A/Bangkok/SI-MI18/2014	
HA	KP877359	No	4	1701	H3N2	12/12/2014	IRD:Human	Thailand	-N/A-	-N/A-	A/Bangkok/SI-MI19/2014	
HA	KP877360	No	4	1701	H3N2	12/29/2014	IRD:Human	Thailand	-N/A-	-N/A-	A/Bangkok/SI-MI20/2014	
HA	KT888644	Yes	4	1701	H3N2	08/25/2011	IRD:Human	Thailand	-N/A-	-N/A-	A/Bangkok/SV0471_11/2011	
HA	KY801317	No	4	1701	H3N2	07/17/2012	IRD:Human	Bangladesh	-N/A-	-N/A-	A/Bangladesh/01/2012	
HA	KY801318	No	4	1701	H3N2	07/24/2012	IRD:Human	Bangladesh	-N/A-	-N/A-	A/Bangladesh/02/2012	
HA	KY801319	No	4	1701	H3N2	08/15/2012	IRD:Human	Bangladesh	-N/A-	-N/A-	A/Bangladesh/03/2012	
HA	KY801320	No	4	1701	H3N2	08/21/2012	IRD:Human	Bangladesh	-N/A-	-N/A-	A/Bangladesh/04/2012	
HA	CY007291	Yes	4	1721	H3N2	10/11/2004	IRD:Human	New Zealand	-N/A-	-N/A-	A/Bay of Plenty/279/2004	
HA	CY007299	Yes	4	1721	H3N2	10/17/2004	IRD:Human	New Zealand	-N/A-	-N/A-	A/Bay of Plenty/332/2004	
HA	CY007315	No	4	1721	H3N2	09/13/2004	IRD:Human	New Zealand	-N/A-	-N/A-	A/Bay of Plenty/383/2004	
HA	MG196330	No	4	1701	H3N2	01/14/2014	IRD:Human	China	-N/A-	-N/A-	A/Beijing/0015/2014	
HA	MG196331	No	4	1701	H3N2	01/14/2014	IRD:Human	China	-N/A-	-N/A-	A/Beijing/0017/2014	
HA	MG196332	No	4	1701	H3N2	12/23/2013	IRD:Human	China	-N/A-	-N/A-	A/Beijing/11867/2013	
HA	KX687778	No	4	1701	H3N2	11/27/2014	IRD:Human	China	-N/A-	-N/A-	A/Beijingdongcheng/0114/2014	
HA	KX687779	No	4	1701	H3N2	11/03/2014	IRD:Human	China	-N/A-	-N/A-	A/Beijingdongcheng/1026/2014	
HA	KX687777	No	4	1701	H3N2	12/01/2014	IRD:Human	China	-N/A-	-N/A-	A/Beijingfengtai/0036/2014	
HA	KX687776	No	4	1701	H3N2	12/06/2014	IRD:Human	China	-N/A-	-N/A-	A/Beijingfengtai/0041/2014	
HA	MG196333	No	4	1701	H3N2	11/06/2013	IRD:Human	China	-N/A-	-N/A-	A/Beijinghuairou/1092/2013	
HA	MG196334	No	4	1701	H3N2	11/21/2013	IRD:Human	China	-N/A-	-N/A-	A/Beijinghuairou/1216/2013	
HA	MG196335	No	4	1701	H3N2	10/15/2013	IRD:Human	China	-N/A-	-N/A-	A/Beijinghuairou/483/2013	
HA	MG196336	No	4	1701	H3N2	10/30/2013	IRD:Human	China	-N/A-	-N/A-	A/Beijinghuairou/645/2013	
HA	MG196337	No	4	1701	H3N2	11/02/2013	IRD:Human	China	-N/A-	-N/A-	A/Beijinghuairou/651/2013	
HA	MG196338	No	4	1701	H3N2	11/05/2013	IRD:Human	China	-N/A-	-N/A-	A/Beijinghuairou/678/2013	
HA	MG196339	No	4	1701	H3N2	11/05/2013	IRD:Human	China	-N/A-	-N/A-	A/Beijinghuairou/690/2013	
HA	MG196340	No	4	1701	H3N2	12/01/2013	IRD:Human	China	-N/A-	-N/A-	A/Beijinghuairou/712/2013	
HA	MG196341	No	4	1701	H3N2	12/12/2013	IRD:Human	China	-N/A-	-N/A-	A/Beijinghuairou/746/2013	
HA	MG196342	No	4	1701	H3N2	12/12/2013	IRD:Human	China	-N/A-	-N/A-	A/Beijinghuairou/753/2013	
HA	KX687774	No	4	1701	H3N2	11/24/2014	IRD:Human	China	-N/A-	-N/A-	A/Beijingxicheng/1045/2014	
HA	CY093391	No	4	1731	H3N2	10/25/2010	IRD:Human	Serbia	-N/A-	10-11	A/Belgrade/WRAIR2379N/2010(H3N2)	
HA	CY093399	No	4	1731	H3N2	10/26/2010	IRD:Human	Serbia	-N/A-	-N/A-	A/Belgrade/WRAIR2956T/2010(H3N2)	
HA	KR137646	Yes	4	1733	H3N2	02/15/2011	IRD:Human	USA	Maryland	10-11	A/Bethesda/NIH12/2011	
HA	KY487302	No	4	1751	H3N2	12/31/2014	IRD:Human	USA	Maryland	14-15	A/Bethesda/P0056/2014	
HA	KT888604	Yes	4	1701	H3N2	09/27/2011	IRD:Human	Bhutan	-N/A-	-N/A-	A/Bhutan/FLU_BTA_00010/2011	
HA	KT888605	Yes	4	1701	H3N2	01/15/2009	IRD:Human	Bhutan	-N/A-	-N/A-	A/Bhutan/FLU_BTD_SV0023_CP2/2009	
HA	KT888606	Yes	4	1701	H3N2	09/27/2011	IRD:Human	Bhutan	-N/A-	-N/A-	A/Bhutan/FLU_BTI_00001/2011	
HA	CY167062	Yes	4	1740	H3N2	10/24/2011	IRD:Black Scoter/Avian	USA	Wisconsin	11-12	A/black scoter/Wisconsin/11OS4260/2011	
HA	CY187111	Yes	4	1740	H3N2	09/29/2012	IRD:Blue-Winged Teal/Avian	USA	Wisconsin	-N/A-	A/blue winged-teal/Wisconsin/12OS2603/2012	
HA	CY187176	Yes	4	1740	H3N2	10/13/2012	IRD:Blue-Winged Teal/Avian	USA	Wisconsin	12-13	A/blue winged-teal/Wisconsin/12OS4239/2012	
HA	KY644240	Yes	4	1765	H3N2	11/11/2011	IRD:Blue-Winged Teal/Avian	Guatemala	-N/A-	-N/A-	A/blue-winged teal/Guatemala/CIP049H102-09/2011	
HA	KX960461	Yes	4	1765	H3N2	11/11/2011	IRD:Blue-Winged Teal/Avian	Guatemala	-N/A-	-N/A-	A/blue-winged teal/Guatemala/CIP049H102-25/2011	
HA	KX960493	Yes	4	1765	H3N2	11/11/2011	IRD:Blue-Winged Teal/Avian	Guatemala	-N/A-	-N/A-	A/blue-winged teal/Guatemala/CIP049H102-29/2011	
HA	KY644426	No	4	1765	H3N2	11/11/2011	IRD:Blue-Winged Teal/Avian	Guatemala	-N/A-	-N/A-	A/blue-winged teal/Guatemala/CIP049H102-32/2011	
HA	KY644289	Yes	4	1754	H3N2	11/25/2011	IRD:Blue-Winged Teal/Avian	Guatemala	-N/A-	-N/A-	A/blue-winged teal/Guatemala/CIP049H103-20/2011	
HA	KY644419	Yes	4	1765	H3N2	11/09/2012	IRD:Blue-Winged Teal/Avian	Guatemala	-N/A-	-N/A-	A/blue-winged teal/Guatemala/CIP049H108-45/2012	
HA	KX960450	Yes	4	1765	H3N2	11/09/2012	IRD:Blue-Winged Teal/Avian	Guatemala	-N/A-	-N/A-	A/blue-winged teal/Guatemala/CIP049H108-67/2012	
HA	KY644346	Yes	4	1765	H3N2	11/16/2012	IRD:Blue-Winged Teal/Avian	Guatemala	-N/A-	-N/A-	A/blue-winged teal/Guatemala/CIP049H109-15/2012	
HA	KX960436	Yes	4	1765	H3N2	11/16/2012	IRD:Blue-Winged Teal/Avian	Guatemala	-N/A-	-N/A-	A/blue-winged teal/Guatemala/CIP049H109-28/2012	
HA	CY133601	Yes	4	1732	H3N2	09/18/2010	IRD:Blue-Winged Teal/Avian	USA	Iowa	-N/A-	A/blue-winged teal/Iowa/10OS2624/2010	
HA	CY166274	Yes	4	1732	H3N2	09/17/2011	IRD:Blue-Winged Teal/Avian	USA	Iowa	-N/A-	A/blue-winged teal/Iowa/44555-551/2011(H3N2)	
HA	KY063884	Yes	4	1738	H3N2	04/04/2014	IRD:Blue-Winged Teal/Avian	USA	Unknown	13-14	A/blue-winged teal/Lousiana/UGAI14-0420/2014	
HA	KY063900	Yes	4	1738	H3N2	04/04/2014	IRD:Blue-Winged Teal/Avian	USA	Unknown	13-14	A/blue-winged teal/Lousiana/UGAI14-0462/2014	
HA	KY063928	Yes	4	1738	H3N2	04/04/2014	IRD:Blue-Winged Teal/Avian	USA	Unknown	13-14	A/blue-winged teal/Lousiana/UGAI14-0511/2014	
HA	KY063936	Yes	4	1738	H3N2	04/04/2014	IRD:Blue-Winged Teal/Avian	USA	Unknown	13-14	A/blue-winged teal/Lousiana/UGAI14-0553/2014	
HA	KY063992	Yes	4	1738	H3N2	04/03/2014	IRD:Blue-Winged Teal/Avian	USA	Unknown	13-14	A/blue-winged teal/Lousiana/UGAI14-1081/2014	
HA	CY186549	No	4	1722	H3N2	09/02/2012	IRD:Blue-Winged Teal/Avian	USA	Ohio	-N/A-	A/blue-winged teal/Ohio/12OS2123/2012	
HA	CY186911	Yes	4	1722	H3N2	09/15/2012	IRD:Blue-Winged Teal/Avian	USA	Ohio	-N/A-	A/blue-winged teal/Ohio/12OS2154/2012	
HA	KJ567969	Yes	4	1732	H3N2	09/07/2013	IRD:Blue-Winged Teal/Avian	USA	Ohio	-N/A-	A/blue-winged teal/Ohio/13OS1831/2013(H3N2)	
HA	CY204064	Yes	4	1740	H3N2	09/06/2014	IRD:Blue-Winged Teal/Avian	USA	Ohio	-N/A-	A/blue-winged teal/Ohio/14OS1080/2014	
HA	CY011048	Yes	4	1731	H3N2	09/07/2002	IRD:Blue-Winged Teal/Avian	USA	Ohio	-N/A-	A/blue-winged teal/Ohio/908/2002	
HA	CY133101	Yes	4	1740	H3N2	10/02/2010	IRD:Blue-Winged Teal/Avian	USA	Wisconsin	10-11	A/blue-winged teal/Wisconsin/10OS2862/2010	
HA	CY167102	Yes	4	1714	H3N2	09/24/2011	IRD:Blue-Winged Teal/Avian	USA	Wisconsin	-N/A-	A/blue-winged teal/Wisconsin/11OS2873/2011	
HA	CY166314	Yes	4	1740	H3N2	09/24/2011	IRD:Blue-Winged Teal/Avian	USA	Wisconsin	-N/A-	A/blue-winged teal/Wisconsin/11OS3052/2011	
HA	CY166501	Yes	4	1732	H3N2	10/01/2011	IRD:Blue-Winged Teal/Avian	USA	Wisconsin	11-12	A/blue-winged teal/Wisconsin/11OS3301/2011(H3N2)	
HA	CY166509	Yes	4	1732	H3N2	10/01/2011	IRD:Blue-Winged Teal/Avian	USA	Wisconsin	11-12	A/blue-winged teal/Wisconsin/11OS3303/2011	
HA	KJ567865	Yes	4	1732	H3N2	09/29/2013	IRD:Blue-Winged Teal/Avian	USA	Wisconsin	-N/A-	A/blue-winged teal/Wisconsin/13OS3463/2013	
HA	CY097486	Yes	4	1740	H3N2	10/17/2009	IRD:Blue-Winged Teal/Avian	USA	Wisconsin	09-10	A/blue-winged teal/Wisconsin/2720/2009(H3N2)	
HA	CY097211	Yes	4	1740	H3N2	10/17/2009	IRD:Blue-Winged Teal/Avian	USA	Wisconsin	09-10	A/blue-winged teal/Wisconsin/3060/2009	
HA	CY093407	No	4	1731	H3N2	12/01/2010	IRD:Human	Colombia	-N/A-	-N/A-	A/Bogota/WRAIR3457N/2010(H3N2)	
HA	CY093415	Yes	4	1731	H3N2	12/01/2010	IRD:Human	Colombia	-N/A-	-N/A-	A/Bogota/WRAIR3457T/2010(H3N2)	
HA	KY926167	Yes	4	1762	H3N2	08/22/2013	IRD:Human	Brazil	-N/A-	-N/A-	A/Bom Retiro do Sul/LACENRS-3406/2013	
HA	CY044429	Yes	4	1717	H3N2	02/13/2008	IRD:Human	USA	Massachusetts	07-08	A/Boston/1/2008(H3N2)	
HA	CY044476	Yes	4	1716	H3N2	03/03/2008	IRD:Human	USA	Massachusetts	07-08	A/Boston/10/2008(H3N2)	
HA	CY044492	Yes	4	1714	H3N2	12/15/2007	IRD:Human	USA	Massachusetts	-N/A-	A/Boston/14/2007(H3N2)	
HA	CY081025	Yes	4	1737	H3N2	02/12/2009	IRD:Human	USA	Massachusetts	-N/A-	A/Boston/16/2009(H3N2)	
HA	CY044500	Yes	4	1726	H3N2	01/28/2008	IRD:Human	USA	Massachusetts	07-08	A/Boston/19/2008(H3N2)	
HA	CY044437	No	4	1701	H3N2	02/21/2008	IRD:Human	USA	Massachusetts	07-08	A/Boston/2/2008(H3N2)	
HA	CY044508	Yes	4	1729	H3N2	01/28/2008	IRD:Human	USA	Massachusetts	07-08	A/Boston/20/2008(H3N2)	
HA	CY044516	No	4	1701	H3N2	01/28/2008	IRD:Human	USA	Massachusetts	07-08	A/Boston/21/2008(H3N2)	
HA	CY044524	No	4	1707	H3N2	01/31/2008	IRD:Human	USA	Massachusetts	07-08	A/Boston/23/2008(H3N2)	
HA	CY044540	Yes	4	1715	H3N2	02/06/2008	IRD:Human	USA	Massachusetts	07-08	A/Boston/29/2008(H3N2)	
HA	CY044445	Yes	4	1714	H3N2	02/24/2008	IRD:Human	USA	Massachusetts	07-08	A/Boston/3/2008(H3N2)	
HA	CY044548	Yes	4	1715	H3N2	02/07/2008	IRD:Human	USA	Massachusetts	07-08	A/Boston/31/2008(H3N2)	
HA	CY044572	Yes	4	1715	H3N2	02/13/2008	IRD:Human	USA	Massachusetts	07-08	A/Boston/36/2008(H3N2)	
HA	CY044580	Yes	4	1704	H3N2	02/14/2008	IRD:Human	USA	Massachusetts	07-08	A/Boston/38/2008(H3N2)	
HA	CY044588	Yes	4	1703	H3N2	02/14/2008	IRD:Human	USA	Massachusetts	07-08	A/Boston/39/2008(H3N2)	
HA	CY044453	Yes	4	1714	H3N2	02/25/2008	IRD:Human	USA	Massachusetts	07-08	A/Boston/4/2008(H3N2)	
HA	CY044596	Yes	4	1704	H3N2	02/15/2008	IRD:Human	USA	Massachusetts	07-08	A/Boston/40/2008(H3N2)	
HA	CY089733	Yes	4	1738	H3N2	02/27/2009	IRD:Human	USA	Massachusetts	08-09	A/Boston/40/2009	
HA	CY044604	Yes	4	1726	H3N2	02/18/2008	IRD:Human	USA	Massachusetts	07-08	A/Boston/42/2008(H3N2)	
HA	CY044612	Yes	4	1710	H3N2	02/19/2008	IRD:Human	USA	Massachusetts	07-08	A/Boston/43/2008(H3N2)	
HA	CY044620	Yes	4	1706	H3N2	02/19/2008	IRD:Human	USA	Massachusetts	07-08	A/Boston/44/2008(H3N2)	
HA	CY044628	Yes	4	1708	H3N2	02/19/2008	IRD:Human	USA	Massachusetts	07-08	A/Boston/45/2008(H3N2)	
HA	CY044636	Yes	4	1704	H3N2	02/19/2008	IRD:Human	USA	Massachusetts	07-08	A/Boston/46/2008(H3N2)	
HA	CY044644	Yes	4	1726	H3N2	02/20/2008	IRD:Human	USA	Massachusetts	07-08	A/Boston/47/2008(H3N2)	
HA	CY044652	Yes	4	1715	H3N2	02/20/2008	IRD:Human	USA	Massachusetts	07-08	A/Boston/48/2008(H3N2)	
HA	CY044461	Yes	4	1717	H3N2	02/26/2008	IRD:Human	USA	Massachusetts	07-08	A/Boston/5/2008(H3N2)	
HA	CY089393	No	4	1737	H3N2	01/30/2009	IRD:Human	USA	Massachusetts	08-09	A/Boston/5/2009(H3N2)	
HA	CY044668	Yes	4	1714	H3N2	02/21/2008	IRD:Human	USA	Massachusetts	07-08	A/Boston/50/2008(H3N2)	
HA	CY044676	Yes	4	1729	H3N2	02/21/2008	IRD:Human	USA	Massachusetts	07-08	A/Boston/51/2008(H3N2)	
HA	CY044692	Yes	4	1704	H3N2	02/24/2008	IRD:Human	USA	Massachusetts	07-08	A/Boston/55/2008(H3N2)	
HA	CY044700	No	4	1719	H3N2	02/24/2008	IRD:Human	USA	Massachusetts	07-08	A/Boston/56/2008(H3N2)	
HA	CY044708	Yes	4	1710	H3N2	02/24/2008	IRD:Human	USA	Massachusetts	07-08	A/Boston/57/2008(H3N2)	
HA	CY044716	Yes	4	1707	H3N2	02/24/2008	IRD:Human	USA	Massachusetts	07-08	A/Boston/58/2008(H3N2)	
HA	CY044724	Yes	4	1710	H3N2	02/24/2008	IRD:Human	USA	Massachusetts	07-08	A/Boston/59/2008(H3N2)	
HA	CY044732	Yes	4	1704	H3N2	02/25/2008	IRD:Human	USA	Massachusetts	07-08	A/Boston/60/2008(H3N2)	
HA	CY044740	Yes	4	1713	H3N2	02/26/2008	IRD:Human	USA	Massachusetts	07-08	A/Boston/61/2008(H3N2)	
HA	CY044748	Yes	4	1725	H3N2	02/26/2008	IRD:Human	USA	Massachusetts	07-08	A/Boston/62/2008(H3N2)	
HA	CY044756	Yes	4	1728	H3N2	02/26/2008	IRD:Human	USA	Massachusetts	07-08	A/Boston/63/2008(H3N2)	
HA	CY044764	No	4	1714	H3N2	02/27/2008	IRD:Human	USA	Massachusetts	07-08	A/Boston/64/2008(H3N2)	
HA	CY044772	Yes	4	1714	H3N2	02/27/2008	IRD:Human	USA	Massachusetts	07-08	A/Boston/66/2008(H3N2)	
